Chan_1_mean,Chan_1_std,Chan_1_min,Chan_1_max,Chan_1_median,Chan_1_mav,Chan_1_rms,Chan_1_zc,Chan_1_ssc,Chan_1_wl,Chan_1_iEMG,Chan_1_var,Chan_2_mean,Chan_2_std,Chan_2_min,Chan_2_max,Chan_2_median,Chan_2_mav,Chan_2_rms,Chan_2_zc,Chan_2_ssc,Chan_2_wl,Chan_2_iEMG,Chan_2_var,Chan_3_mean,Chan_3_std,Chan_3_min,Chan_3_max,Chan_3_median,Chan_3_mav,Chan_3_rms,Chan_3_zc,Chan_3_ssc,Chan_3_wl,Chan_3_iEMG,Chan_3_var,Chan_4_mean,Chan_4_std,Chan_4_min,Chan_4_max,Chan_4_median,Chan_4_mav,Chan_4_rms,Chan_4_zc,Chan_4_ssc,Chan_4_wl,Chan_4_iEMG,Chan_4_var,Chan_5_mean,Chan_5_std,Chan_5_min,Chan_5_max,Chan_5_median,Chan_5_mav,Chan_5_rms,Chan_5_zc,Chan_5_ssc,Chan_5_wl,Chan_5_iEMG,Chan_5_var,Label
1.441343275275187,1.161304871019143,0.0009067647345688823,6.060419925261427,1.1373378594447434,1.441343275275187,1.8509725661483456,1.1901741105688106,1.3736114753827326,146.99401132637152,4.91212618966143,0.0,1.4662968171459907,1.2849792618091251,0.0026525193630654803,8.060990577171504,1.104085546163735,1.4662968171459907,1.9496661404589215,1.557083206979213,3.210217826188946,114.88713429590271,4.741106878157967,0.0,0.5176344363069753,0.4247045044333871,4.202796485710267e-05,2.0438480550303684,0.4251716075570936,0.5176344363069753,0.6695665207706019,1.087855084476885,0.9680490013371355,141.30557121410098,4.922793270090401,0.0,1.8356350728971467,1.483651963266931,0.0011027180454459828,6.464711337096405,1.4125386314213646,1.8356350728971467,2.3602498318940586,0.9299437281160275,0.019036033389976836,142.14972422970894,4.937695736696363,0.0,3.76197107371452,2.770050185402939,0.0018991756849541597,14.530673798559016,3.2032095145610606,3.76197107371452,4.671788136154682,0.8218913799840026,0.3383814833662422,108.95289020976927,4.607673056569773,0.0,G4
1.3326087784940432,1.1213636957716537,0.0060494097323123205,7.880526732010063,1.0983317535766706,1.3326087784940432,1.7416379344496513,2.1966710102569933,7.661368817097969,117.22148015825606,4.769019487625291,0.0,1.4257512796652059,1.1295471590201784,0.0018570952776374092,5.365806857841999,1.2181083934325514,1.4257512796652059,1.8189677006251452,1.065867000363417,0.9452214453985088,108.28179933812086,4.627442129395654,0.0,0.5120340332492707,0.4145554959245551,0.0005559548722690807,2.3584873818096592,0.4161492790438402,0.5120340332492707,0.6588134109190318,1.2985531690569185,2.1176020459553238,122.96445067396742,4.739414424479352,0.0,1.6448369231597555,1.2675675899362666,0.0003696395205249267,7.561194812463292,1.3710549375707108,1.6448369231597555,2.0765876092393714,1.1284833288274434,1.5674741569410768,129.43470505248675,4.827250001227444,0.0,3.1260592135760117,2.3859001712939114,0.0009091121771575138,12.588689261189117,2.63100905624108,3.1260592135760117,3.9325266476101324,1.2573250705633856,1.973760659389951,104.71390080028291,4.633715595919666,0.0,G4
1.5524450370868317,1.3066493396368046,0.0007784892172584615,7.391064662526505,1.2209468181503031,1.5524450370868317,2.029142205452548,1.3341953968691518,2.032895312521937,116.78581375661614,4.742281498616197,0.0,1.2269378912453734,0.9909614782075721,0.001239000777762407,4.7090508649445955,1.021933361265285,1.2269378912453734,1.5771433797423051,0.954438576005198,0.34057034494159044,118.35747584516116,4.759047215783837,0.0,0.5331185941234045,0.38832920897372597,0.0002870562102168196,1.7369893912505523,0.45025723063793716,0.5331185941234045,0.6595566768233606,0.6116893156741972,-0.4754779124195303,140.12865035047935,4.881931404796033,0.0,1.9621599962413272,1.4095464650847034,0.00021288886079944003,7.165590374840013,1.717159232600956,1.9621599962413272,2.415966284550045,0.883276596356121,0.4473470027928732,158.88981915354793,4.974573797495188,0.0,3.540951200236953,2.759948085634728,0.0003367686719005225,12.284903320950692,2.988785795770088,3.540951200236953,4.489504297565413,0.8780242496049757,0.24546984857740028,97.8673199535854,4.4783733532403955,0.0,G4
1.343128166878896,1.1158507682371022,0.0005661254052205938,5.43244874418043,1.0465798917692848,1.343128166878896,1.746171872880443,1.2364041895077686,1.2550331700188098,132.4175443804444,4.857180549042674,0.0,1.3737980407289887,1.0162723223064303,6.595700145202617e-05,5.7411320005717865,1.1080477994719988,1.3737980407289887,1.7088389303257676,0.8807290226804705,0.4932176351891342,121.03059499819199,4.7145405779374325,0.0,2.969479138824965,4.819772092560811,0.0011348284160626332,25.688544658726233,1.1624000062768665,2.969479138824965,5.6610961288556725,2.637694654871099,6.347445734436224,151.1897179943284,5.07317197954579,0.0,1.4816831268679607,1.1268614482093264,0.000994550277859843,6.406716984858171,1.2298483163055187,1.4816831268679607,1.861505200612031,1.1067690991738455,1.218595558321475,134.10887256349852,4.853990163676011,0.0,34.36580758351646,38.54376053925845,0.008023346095018535,221.60519105295663,20.905179265049316,34.36580758351646,51.63942493265174,1.9444269001682872,3.8153658422380046,166.87285212539047,5.10681178070605,0.0,G1
1.6158665389784346,1.3593315590513044,0.0023820390889177853,8.205905601448766,1.239775473249296,1.6158665389784346,2.111588728711866,1.4875793976877534,2.963699813778611,135.659272896278,4.871893089131031,0.0,1.662769634523589,1.2801551405257492,0.0045033038098074435,5.99324892026025,1.3705398260303587,1.662769634523589,2.0984756470610306,0.9954459695564895,0.42553187394739167,126.0629019389373,4.802088335695717,0.0,3.2373796665409307,4.880689202031598,0.0012626257350441816,27.32516871946959,1.4593010271630318,3.2373796665409307,5.856769945299244,2.5729701844578337,6.180803824319533,146.93723801264534,5.032550884399028,0.0,1.6083285218765757,1.1523396208594532,0.0006734205793565966,6.610174983782696,1.3922851161866432,1.6083285218765757,1.978536640066137,1.0594676842644961,1.4194508860043973,141.5574319591535,4.8923623828459775,0.0,33.37652841244618,35.59819173015167,0.03148001760580882,210.6820547034485,22.521717331072246,33.37652841244618,48.79778584447726,2.016454850787534,4.500712853286953,158.0271474790806,5.047364411763352,0.0,G1
1.1589329400108095,0.9501083894977324,0.0005065281993195028,5.958583341119459,0.9620341807538497,1.1589329400108095,1.4986098595818973,1.348027681812457,2.4991593062604327,147.53025907231137,4.945814142499824,0.0,1.2027656495989407,1.000366171624811,0.0029512075001868567,5.069235618634594,0.9642071449426355,1.2027656495989407,1.5644096922438324,1.1905027023177364,1.1314090764965137,128.26634337120456,4.810490669303478,0.0,3.259352924679484,6.206860912037531,0.001650233690993836,44.19895508261309,1.1862287633639501,3.259352924679484,7.010599394416719,3.419462828866795,12.560305863127864,143.11448706106316,5.0202581212403805,0.0,1.5840044529071293,1.2010732835577786,0.00020529944894862734,5.944978396378932,1.3076230868420247,1.5840044529071293,1.9878750311088167,0.9004276426882273,0.2997893189406651,141.50747370314463,4.906890407170053,0.0,31.144535101847396,38.57736590754181,0.009621794144420659,244.3968470960362,16.487483153825888,31.144535101847396,49.580189865253374,2.260317736743901,5.739138249286912,153.47110792918502,5.046018095859871,0.0,G1
1.3474660874350233,1.1113406902387908,0.0021253008257229172,6.142804641178791,1.059550215907858,1.3474660874350233,1.7466376231399237,1.3623087870582857,2.0022267661378272,137.78650147645848,4.903994276687929,0.0,1.2500062108608505,1.1499394124975335,0.001169308429853827,6.8311866866155295,0.9280152926455343,1.2500062108608505,1.6984923254480353,1.529244591878833,2.7294536670526677,116.37533045772881,4.718802135344833,0.0,0.4662526208206571,0.363021708065867,0.00010994199372618002,2.075761328301018,0.394508142678588,0.4662526208206571,0.5909113867147857,1.3606155405149578,2.228004987343539,121.74118957697762,4.785684744848629,0.0,3.0490065926765055,2.5998787706300406,0.0005939427519040738,15.464902951598756,2.463254945378929,3.0490065926765055,4.006970279919426,1.4410022942673615,2.441924409922551,131.32528363655115,4.854857740163213,0.0,1.9379016329021541,1.399090805958966,0.001996586986877699,7.889363641755904,1.7496693084582968,1.9379016329021541,2.390171086370962,1.023768111848957,1.489909454981131,100.87508752549238,4.543962585117421,0.0,G2
1.5851368095907787,1.2376782998084102,0.00010743422232793037,6.038688284675002,1.3118383706556882,1.5851368095907787,2.011095790591853,0.8772561594555583,0.27730083680346107,127.40845549217522,4.780206737641107,0.0,1.5710764336075762,1.3593680186715804,0.001372986037849364,7.419124974174942,1.1819848254302738,1.5710764336075762,2.07753762190344,1.4186654683299518,2.380577456755172,109.81617753495651,4.6043980550789945,0.0,0.5386751410258999,0.502448003165604,0.0006979215717766692,2.598318642109684,0.397631767275326,0.5386751410258999,0.7366307782358649,1.5084263992296494,2.3108133395545165,107.32772971032078,4.674770672557448,0.0,3.907674882768537,3.1868927130711198,0.002958023015472988,18.692305727689195,3.2629117439910136,3.907674882768537,5.042440694152575,1.4049098275931386,2.381367949954188,130.68726942193598,4.824750720217987,0.0,1.907238865419823,1.5641566239180296,0.0011540872172089746,8.38189628935131,1.4630821633686915,1.907238865419823,2.4666061773040586,1.2311450540840354,1.4805688913520516,99.25472271663433,4.554292848949697,0.0,G2
1.491486320542463,1.1285183146617384,0.0023077893530242654,7.7652113872369295,1.2390323249070234,1.491486320542463,1.870316826340464,1.3674672754905024,3.314670266050677,141.25044415875254,4.910675391056302,0.0,1.5612328150048702,1.1829078367537693,0.0031969000768292052,5.264520331142178,1.2910997663345554,1.5612328150048702,1.958754413626556,0.8726038946189916,0.024408685286987808,114.01540329052304,4.701497531650664,0.0,0.4799957264728605,0.3988802757469028,0.0006495141096800796,2.0814121115500743,0.3761160323760409,0.4799957264728605,0.6241004500976861,1.2513514600732536,1.4375041837450766,130.87989347611818,4.837798683656596,0.0,6.4463617115941965,6.115531089061459,0.0012852961855280608,30.866311412577005,4.726741268816271,6.4463617115941965,8.885679479813849,1.5389764572952025,2.357847192890058,97.0316080259167,4.519733511751983,0.0,1.7903254948686176,1.4255183376417073,9.102685633663107e-06,7.0679270916103505,1.47812521967513,1.7903254948686176,2.28852963898861,1.037815084894864,0.8315431042637025,100.71729925992182,4.4813088587316425,0.0,G2
1.2696893066962633,1.0012904651125798,0.0010424395235580104,6.714861909922165,1.0947531656591543,1.2696893066962633,1.6170014010705753,1.54160544468911,3.942841287066729,137.99237133833324,4.847779437655145,0.0,1.330681259101562,1.0118390123714662,0.0010813340617934417,4.639346539669567,1.0615611558605604,1.330681259101562,1.6716850182618086,0.8410411233965815,0.0006113509492813307,122.2678171818042,4.757143262351188,0.0,0.6091560178331062,0.43307715131512803,0.0008191270939506348,2.5531980406403885,0.5360607782962015,0.6091560178331062,0.7474134552264321,1.1626335114398834,1.692035611225677,125.81407322316392,4.751319464821188,0.0,1.489818631043876,1.1090561768214686,0.00040170487107317465,6.9405003695116605,1.311823753351367,1.489818631043876,1.857300502544298,1.1168957072029246,1.8649646722771864,135.23415297747871,4.86199396278038,0.0,13.803924041284775,25.10216280646272,0.008482105377795479,148.53658294599197,6.222745232272137,13.803924041284775,28.647284277915773,3.566817127094123,12.566094287593627,150.482637336392,5.064051784327926,0.0,G2
